ISO 639-3	Population
dmv	2,400 (2015 A. Ismael). No monolinguals (2015 A. Ismael). Ethnic population: 4,000 (2015 A. Ismael).
dmw	48 (2003).
dmx	5,000 (2000 J. and M. Bister). Population displaced during Cabora Bassa Dam construction.
dmy	1,300 (2000), decreasing.
swv	3,000,000 (2002 L. Gusain).
hna	11,000 (2000).
bcm	1,000 (1977 P. Lincoln).
bcn	2,000 (1991 R. Blench).
bco	3,100 (2015 SIL).
hne	13,300,000 (2001 census).
hnd	625,000 (1981 census). Total Hindko in Pakistan 3,690,000 (2014 World Factbook).
bcj	160 (2006 census), decreasing.
bck	110 (2006 census).
hni	740,000 (Bradley 2007b). 444,000 monolinguals. Total users in all countries: 758,620.
hnh	1,000 (Brenzinger 2013).
bcf	6,310 (2000 census). 960 Gama.
bcg	3,700 (2015 NTM).
bca	800,000 (2003 census). Ethnic population: 800,000.
bcb	1,850 (2006 J. Leclerc).
bcc	2,540,000 (2004 J. Leclerc). Total users in all countries: 3,689,300.
hns	73,300 (2013). Ethnic population: 160,000 (2003). Total users in all countries: 208,300.
hnu	2,000 (Ferlus 1996). Total users in all countries: 2,700.
bcy	150,000 (1992 CAPRO).
bcz	30,000 (2013).
bct	32,000 (1991 SIL).
bcu	1,450 (2000 SIL).
bcv	10,000 (1973 SIL).
bcw	23,000 (2007 SIL). 14,000 Gamboura and 9,000 Guili.
bcp	42,000 (1987 UBS). 2,100 monolinguals.
bcq	370,600, all users. L1 users: 348,000 (2010 UNSD). 14,300 Mer. L2 users: 22,600. 150,000 monolinguals.
bcr	430 (FPCC 2014). 295 semi-speakers (FPCC 2014). 100 fluent speakers and 100 passive speakers of Wetsuwet’en. 200 speakers of all degrees of fluency of Babine Proper (Golla 2007). Ethnic population: 3,410 (FPCC 2014).
bcs	30,000 (1989).
aua	10 (1999 SIL).
auc	1,650 (2004). Ethnic population: 1,800 (2012 SIL).
aub	3,500 (Pelkey 2011), increasing. Ethnic population: 3,500.
aud	270 (1999 SIL).
aug	14,000 (2014 SIL). Total users in all countries: 28,000.
aui	890 (2001 SIL).
auh	100,000 (2010 census).
auk	2,710 (2000 census). 270 monolinguals.
auj	2,000 (2001 J. Leclerc). Women are monolingual.
aum	5,000 (1998 R. Blench).
aul	750 (Lynch and Crowley 2001).
aun	700, all users. 500 (2000 M. Crowther). 200. Ethnic population: 500 (2000).
auq	320 (2005 SIL).
aup	1,300 (2003 SIL).
aur	740 (2003 SIL).
auu	350 (1995 SIL). Ethnic population: 500 (2012 SIL).
aut	5,000, all users. 3,000 (2007 census). 2,000. Ethnic population: 8,000.
auw	350 (Wurm 2000).
auy	11,100 (2000).
aux	No known L1 speakers.
auz	700 (1992 G. Watson).
blg	5,000 (Wurm and Hattori 1981).
upi	290 (2003 SIL).
upv	9,000 (Lynch and Crowley 2001). 1,380 Atchin, 3,450 Uripiv-Wala-Rano.
nen	8,720 (2009 census), increasing. 53% live in greater Nouméa.
neo	1,200 (2002).
nem	910 (2009 census).
nej	640 (2000 census).
nek	130 (2009 census), decreasing. 34% live in greater Nouméa.
neh	10,000 (2006 Royal Government of Bhutan).
nef	Population unknown. May be replaced by Hindi [hin] (2006 Y. Modi).
neg	74 (2010 census). Only a few fully fluent (Salminen 2007). Ethnic population: 510 (2010 census).
ned	
nee	1,090 (2009 census).
neb	50,000 (2005 V. Vydrin).
nec	1,500.
nea	5,000 (1994).
nez	100 (1997 H. Aoki), decreasing. Spoken fluently only by a handful of elders on Nez Perce and Colville Reservations. 30–40 semispeakers, mostly in Idaho (Golla 2007). Ethnic population: 610 (2000 census).
nex	300 (2002 SIL).
ney	9,200 (1993 SIL).
nev	3,960 (Bradley 2007b).
new	879,600 in Nepal, all users. 847,000 (2011 census), decreasing. 32,600 (2011 census). Many women are monolingual. Ethnic population: 1,260,000. Includes 1,245,000 Newar and 11,500 Pahari. Total users in all countries: 893,600 (as L1: 861,000; as L2: 32,600).
net	750 (2000 census).
ner	500 (1991 SIL).
nes	6,790 (2000 USCWM).
nep	16,160,600 A macrolanguage. Population total all languages: 16,160,600
neq	13,000 (2002 SIL). Ethnic population: 13,000 (2002 SIL).
mee	8,400 (1982 SIL).
med	130,000 (1991 SIL).
mef	6,870 (2000).
mea	5,200 (2000 SIL).
mec	57 (2006 census).
meb	1,570 (2009 SIL).
mem	61 (2006 census).
mel	113,000 (2000 census). Total users in all countries: 113,280.
meo	2,600,000 (2004).
men	1,940,000 (2016). Total users in all countries: 1,976,000.
mei	76,000 (2012 J. Leclerc).
meh	7,340 (2000 census). 1,000 monolinguals.
mek	19,000 (2003 SIL).
mej	14,800 (2000).
meu	39,000 (2008 A. Taylor).
met	580 (2002 SIL).
mew	10,000 (1993).
mev	305,000 (2012 V. Vydrin). Total users in all countries: 390,000.
meq	10,000 (1982 SIL).
mep	210 (2006 census).
mes	Ethnic population: 25,700 (1993 census).
mer	1,660,000 (2009 census), increasing.
mey	3,140,000 (2013 J. Leclerc), increasing. Total users in all countries: 3,763,900.
mez	60, all users. 35 (Golla 2007), decreasing. 65 semispeakers (Golla 2007). 25. Ethnic population: 800 (2000 census).
dry	11,700 (2011 census), decreasing. Very few monolinguals. Ethnic population: 16,800 (2011 census).
drq	No known L1 speakers (2016 SIL). Ethnic population: 5,390 (2011 census).
sjs	50,000 (2013).
drs	1,023,000, all users. L1 users: 975,000 (2010 UNSD). L2 users: 48,000. 439,000 monolinguals.
drr	No known L1 speakers (Wurm 2007). Extinct for several decades (Wurm 2007).
dru	10,500 (CIP-EY 2002). Some monolingual older adults. Ethnic population: 10,500.
drt	
sjt	350 (2010 census). Census includes Kildin Saami [sjd] and Skolt Saami [sms]. 6 elderly speakers in the early 1990s (Salminen 2007). Ethnic population: 1,770 (2010 census). 1,770 includes all Saami.
sju	20 (2000 T. Salminen). Ethnic population: 1,000 (1995 M. Krauss).
dri	90,000 (1993 SIL).
drl	24 (2006 census).
dro	7,600 (Wurm and Hattori 1981). 4,800 Matu, 2,800 Daro.
drn	800 (1987 SIL).
sjb	6,000 (Wurm and Hattori 1981).
drc	500 (2010 V. Ferreira).
drb	1,000 (1978 GRN).
dre	8,000 (2010 K. Kopp). Ethnic population: 8,000 (2010 K. Kopp).
drd	1,750 (2006 C. Willis). Ethnic population: 4,000.
drg	55,000 (2009 PCS), decreasing. 10,000 monolinguals (2015 P. Porodong, F. Akiam). Ethnic population: 60,000 (2010 census).
sje	20 (Salminen 2007). Ethnic population: 2,000 (1995 M. Krauss).
lww	2,200 (Lynch and Crowley 2001). Only very elderly and very young are monolingual.
lwt	6,000.
lwu	50 (2012 C. Yang).
lwh	1,600 (Liang 1990). 300 households.
lwo	80,000 (1983 census).
lwl	7,000 (Nahhas 2011). Ethnic population: 8,000 (Nahhas 2011).
lwm	4,000 (Bradley 2007a), decreasing. Less than 1,000 Laopin (Bradley 2007a). Ethnic population: 5,000 (Bradley 2007a). Ethnic population does not include Laopin.
lwa	21,000 (Welmers 1971a).
lwg	309,000 (2009 census).
lwe	4,000 (2008 census).
kgq	8,000 (1987 SIL).
kgp	18,000 (1989 SIL). Ethnic population: 25,900.
kgs	42 (2006 census).
kgr	3,000 (1995 SIL).
kgu	720 (2000 census).
kgt	15 (2000 B. Connell).
kgw	5,000 (1987 SIL).
kgv	240 (1983 SIL).
kgy	100 (2002). Total users in all countries: 600.
kgx	3,500 (2004 SIL).
kga	60,000 (1999 SIL).
kgb	600 (Remijsen 2001).
kge	470,000 (2000 census). 20,000 in Jakarta (1992).
kgg	3 (2014 M. Donohue), decreasing. 28 (2011 census). No monolinguals. Ethnic population: 270 (2011 census).
kgf	7,500 (2000 census), increasing. Ethnic population: 8,000.
kgi	500.
kgk	18,000 (2003 ISA).
kgj	13,100 (2000), increasing. 27,100 all Kham languages in Nepal (2011 census).
kgm	No known L1 speakers.
kgl	No known L1 speakers.
kgo	21,700 (Stevenson 1984).
kgn	21,000 (2014 J. Leclerc).
xhe	15,600 (2004 J. Leclerc).
xho	19,150,000 in South Africa, all users. L1 users: 8,150,000 (2013 UNSD). L2 users: 11,000,000 (Webb 2002). Total users in all countries: 19,169,300 (as L1: 8,169,300; as L2: 11,000,000).
xhv	3,000 (Wurm and Hattori 1981). Total users in all countries: 5,000.
yga	No known L1 speakers. Last known speaker, Laurie Quayle, died in 1976.
ygm	280 (2003 SIL).
ygl	45 (2000 census). Ethnic population: 45 (2000 census).
ygi	No known L1 speakers.
ygw	10,000 (2005 R. Westerveld). 1,500 Iwalaqamalje, 1,500 Gwase, 7,000 Hiqwaye, Hiqwase, Yeqwangilje.
ygu	
ygs	5,000 (2012 D. Adone). Of these, about 40–50 are deaf (Adone et al 2012).
ygr	21,100 (1982 SIL).
ygp	100,000 (2007), decreasing.
ovd	2,400 (Garbacz 2010). 1,700 live in Älvdalen.
wur	No known L1 speakers.
wuv	1,560 (2000 census).
wuu	80,100,000 (2013). Total users in all countries: 80,102,480.
wut	900 (2003 SIL).
wuy	300 (Remijsen 2001).
wux	No known L1 speakers.
wub	30 (2006 census).
wua	30 (2005 AUSTLANG).
wud	2,000.
wuh	2,000 (1995).
wun	36,000 (1987).
wum	18,300 (2000). Total users in all countries: 27,300.
wul	5,000 (1987 SIL). 2,500 monolinguals.
mxz	510 (1980 N. de Jonge).
mxx	300,000 (2012 V. Vydrin).
mxy	4,200 (2000 INALI). 180 monolinguals.
mxv	46,600 (2000). Many monolinguals.
mxw	380 (2003 SIL).
mxt	9,760 (2000 INALI). 1,300 monolinguals.
mxu	17,000 (1982 SIL).
mxr	1,120 (Wurm and Hattori 1981).
mxs	2,400 (2000 INALI). 200 monolinguals.
mxp	16,800 (2000 INALI).
mxq	8,000 (2002 SIL).
mxn	4,600 (1993 R. Doriot).
mxo	460 (2010 census).
mxl	215,000 (2014 J. Leclerc). Total users in all countries: 240,300.
mxm	2,000 (1995 SIL). 100 monolinguals.
mxj	18,000 (2006 Arunachal Tourism). Total users in all countries: 18,200.
mxk	410 (2003 SIL).
mxh	5,100 (2000). Total users in all countries: 7,980.
mxf	6,000 (Tourneux 2004). 40,000 all Kotoko languages (Tourneux 2004).
mxg	400,000 (2012).
mxd	15,300 (Wurm and Hattori 1981).
mxe	3,500 (Lynch and Crowley 2001).
mxb	5,080 (2005 census). 670 monolinguals.
mxc	405,000 (2012). Total users in all countries: 505,000.
mxa	5,430 (2000 INALI). 1,000 monolinguals.
zwa	4,880 (1994 SIL), decreasing. Ethnic population: 4,880.
xut	No known L1 speakers.
xuu	4,000 (Brenzinger 2013). Total users in all countries: 7,300.
isr	10,000 (Meir et al 2010).
isu	15,400 (1993 SIL), increasing.
ist	1,300, all users. 400 (Salminen 2007). 900 (Salminen 2007).
isk	2,500 (2009 S. Beck), decreasing. No monolinguals. Total users in all countries: 3,000.
isi	51,000 (Yoder et al 2008), increasing. 26,600 Nkem, 24,400 Nkum.
ish	300,000 (Okojie 1994). 7,000 Ekpon in 7 villages (1998).
iso	423,000 (Johnstone and Mandryk 2001).
isn	32,400 (1987).
ism	10 (2005 SIL).
isl	300,000 (2015 S. Ager). Total users in all countries: 313,840.
isc	82 (2000).
isa	280 (Wurm and Hattori 1981).
xuo	12,300 (2011 SIL). Total users in all countries: 20,250.
isg	21,000 (2014 IMB). 5,000 Deaf and estimated 45,000 hearing L1 and L2 users (2014 DeafVillageIreland). Total users in all countries: 21,050.
ise	40,000 (2014 EUD). 40,000 deaf sign language users (2014 EUD). 70,000 profoundly deaf people, including 9,000 school age. (Van Cleve 1986).
isd	450 (2002 UNSD).
jjr	75,000 (2011 SIL).
ukq	100 (2004).
jje	5,000 (2014 W. O’Grady).
gyg	5,000 (1996).
gyf	No known L1 speakers.
gye	1,000 (1995 CAPRO).
gyd	23 (2006 census).
gyb	2,650 (2003 SIL).
gya	200,000 (1996). Total users in all countries: 267,000.
gyn	650,000. 250,000 Blacks and 400,000 Hindustanis. Total users in all countries: 682,000.
gym	169,000 (2000 census). Total users in all countries: 171,840.
gyl	55,700 (2007 census).
gyi	4,250 (2012 SIL). Total users in all countries: 4,279.
gyr	5,930 (Adelaar 2004). Ethnic population: 9,860 (2006 PIB).
gyy	No known L1 speakers.
tyl	200 (2002 J. Edmondson).
tyn	4,000 (1991 SIL).
tyh	300 (1999 census). Ethnic population: 380 (2009 census). Total users in all countries: 950.
tyi	95,900 (2000). 740,000 all Teke languages in Congo (2012 World Factbook).
tyj	300 (2002). Total users in all countries: 7,500.
tye	14,000 (2015 R. Jones). Ethnic population: 200,000. Total users in all countries: 15,000.
tya	350 (Wurm and Hattori 1981).
tyx	14,400. 740,000 all Teke languages in Congo (2012 World Factbook).
tyz	1,630,000 (2009 census).
tyt	
tyu	820 (2004 R. Cook).
tyv	254,000 (2010 census), increasing. Ethnic population: 268,000 (2010 census). Total users in all countries: 283,400.
typ	No known L1 speakers.
tyr	80,000 (1995 census). Ethnic population: 100,000 (Bradley 2007b). Total users in all countries: 105,000.
tys	300 (2002 J. Edmondson).
dok	13,000 (Himmelmann 2001).
doh	5,000 (1998 R. Blench).
doi	A macrolanguage. Population total all languages: 3,980,000
don	1,800 (2007 SIL).
doo	12,900 (2000).
dol	700 (Shaw 1973).
dob	110,000, all users. 10,000 (1998 SIL). 100,000 (1987 SIL). 6,000 monolinguals.
doc	463,000 (2003).
doa	12,000 (1994 NTM).
dof	950 (2000).
doe	24,000 (1987).
doz	33,700, all users. L1 users: 30,100 (2010 UNSD). L2 users: 3,600. 9,910 monolinguals. Ethnic population: 29,000 (1994 census).
dox	20,620, all users. L1 users: 19,700 (2007 census). 10,500 Mashola. L2 users: 920. 4,960 monolinguals.
doy	65 (Blench 1999a), decreasing. Ethnic population: 970 (2000).
dor	2,410 (1999 SIL).
dos	20,000 (1991 O. Balagassina).
dop	83,400 (2014 J. Leclerc). Total users in all countries: 101,300.
doq	
dov	
dow	18,000 (1985 Église Évangélique Lutherienne du Cameroun).
dot	8,830. 1,130 Lukshi, 4,700 Durr-Baraza, 700 Wandi and Zumbul, 2,300 Dot (1971 census).
bav	27,000 (2008 SIL).
baw	10,000 (Dieu and Renaud 1983), increasing.
bau	40,000 (2006 SIL), increasing.
bar	7,830,000 (European Commission 2012). Total users in all countries: 14,089,000.
bas	300,000 (2005 SIL). Based on the actual population of the subdivisions where the Basaa people are present, as of the official 2005 census (2014 C. Hamm).
bap	161,500 in Nepal, all users. 133,000 (2011 census). 28,500 (2011 census). 6,000 monolinguals. Total users in all countries: 195,100 (as L1: 166,600; as L2: 28,500).
bax	420,000 (2005 SIL). Based on actual population of the subdivisions where the Bamun people are present, as of the official 2005 census (2014 C. Hamm).
bay	3,640 (2011 SIL).
baf	4,500 (2007 SIL). No monolinguals. Ethnic population: 5,000.
bag	26,000 (1982 SIL), increasing.
bae	240 (2011 W. Largo). Ethnic population: 2,790 (1998).
bab	8,520 (2014 J. Leclerc).
bac	20,000 (2000 census). 12,000 in Kenekes village area.
baa	7,070 (1999 SIL).
ban	3,330,000 (2000 census). 7,000 in South Sulawesi. Includes immigrant speakers in west Nusa Tenggara, west Lombok Islands. Ethnic population: 3,946,000 (2011 census).
bao	500 (2004 DNP). Some monolinguals over 40. Total users in all countries: 539.
bal	A macrolanguage. Population total all languages: 8,764,640
bam	14,000,000 in Mali, all users. L1 users: 4,000,000 (2012 V. Vydrin), increasing. 75,000 Ganadugu (Vanderaa 1991), 164,000 Wasulu (2009 census). L2 users: 10,000,000 (2012 V. Vydrine). Total users in all countries: 14,096,380 (as L1: 4,096,380; as L2: 10,000,000).
baj	4,450 (2011 SIL).
bak	1,150,000 (2010 census), decreasing. Ethnic population: 1,590,000 (2010 census). Total users in all countries: 1,252,070.
bah	309,000 (2014).
omb	5,000 (Lynch and Crowley 2001).
oma	85 (Golla 2007). Ethnic population: 525 (2000 census). 365 Omaha and 160 Ponca (2000 census).
omg	10 (2011). Ethnic population: 630 (1976).
omi	91,000 (2005 SIL).
omo	1,170 (2003 SIL).
oml	8,400 (2002).
omw	7,000 (2003 SIL).
omu	No known L1 speakers.
omt	50 (1980). Ethnic population: 200 (2000).
unr	1,110,000 (2001 census). 1,060,000 Mundari, 47,400 Bhumij. Total users in all countries: 1,120,280.
unu	7 (2012 SIL). Ethnic population: 59.
unx	469,000 (2001 census).
unz	25,000 (2007 SIL), increasing.
fng	No known L1 speakers. Ethnic population: No ethnic community. Total users in all countries: 5,100 (as L1: 0; as L2: 5,100).
una	630 (2012 SIL). Ethnic population: 900.
fnb	95 (2015 M. Franjieh). Ethnic population: 190 (2015 M. Franjieh).
ung	57 (2006 census).
unk	320 (Moore 2006). Most are still monolingual (Crevels 2007). Ethnic population: 540 (2009 FUNASA).
unm	No known L1 speakers, but emerging L2 speakers. Ethnic population: 13,500 (1997 J. Rementer).
fni	1,100 (1997 SIL).
mco	5,000 (1993 SIL). All Mixe languages: 90,000 (1993 SIL).
mcn	192,000 (2013 J. Leclerc). Total users in all countries: 295,000.
mcm	2,150 (Bradley 2007b). Ethnic population: 10,000 (Bradley 2007b).
mcl	No known L1 speakers. Ethnic population: 50 (Crevels 2007).
mck	135,000 (Johnstone and Mandryk 2001). Total users in all countries: 218,000.
mcj	100 (Blench 1999b).
mci	4,000 (1997 census).
gli	No known L1 speakers (Wurm 2007). Extinct for decades (Wurm 2007).
mcg	12 (2001 census), decreasing. A few semi-speakers left (Crevels 2007). Ethnic population: 200 (Crevels 2007).
mcf	1,400 (2006 SIL). Total users in all countries: 2,230.
mce	850 (2000 INALI). 17 monolinguals (2005 census).
mcd	450 (2000 SIL). 300 Mastanahua. 320 monolinguals. Total users in all countries: 453.
mcc	860 (2000 census).
mcb	5,910 (Crevels 2007). Ethnic population: 13,000 (Crevels 2007).
mca	1,500 (2000 A. Chemhey). 600 monolinguals. Ethnic population: 1,500 (2000).
glk	2,850,000 (2015 M. Izady), decreasing. 2,000 Galeshi.
mcz	470 (2003 SIL), decreasing.
mcy	890 (Holzknecht 1988).
mcx	24,000 (1996). Total users in all countries: 29,000.
mcw	6,560 (2000).
mcv	300 (Wurm and Hattori 1981), decreasing.
mcu	30,000 (1993 UBS).
mct	20,000 (1979 SIL), decreasing.
mcs	12,000 (2011 E. Anonby). Total users in all countries: 14,000.
mcr	20,000 (1998 SIL).
mcq	10,000 (2000 SIL). 4,000 monolinguals.
mcp	80,000 (1987 SIL).
slx	60,000 (Voegelin and Voegelin 1977).
sly	128,000 (2000 census).
slz	4,000 (Remijsen 2001).
slt	1,770 (1995 census). Total users in all countries: 2,480.
slu	8,000 (2001 SIL).
slv	1,910,000 (European Commission 2012). Total users in all countries: 2,104,630.
slw	400 (2000 SIL). Ethnic population: 1,000.
slp	180,000 (2010). Total users in all countries: 225,000.
slq	No known L1 speakers.
slr	70,000 (2002), increasing. Less than 10,000 monolinguals. Ethnic population: 131,000 (2010 census).
sls	3,000 (2007 SIL). Very few monolinguals. Ethnic population: 4,000 (2007 SIL).
sll	6,500 (Wurm and Hattori 1981).
slm	35,200 (2000).
sln	No known L1 speakers. Last speakers died in the early 1960s (Golla 2007). Ethnic population: 200 (1997 K. Turner).
slh	210 (2010 census). 5 monolinguals. Ethnic population: 1,300 (2000 census).
sli	12,000. Total users in all countries: 22,900.
slj	240 (2000).
slk	4,750,000 (European Commission 2012). Total users in all countries: 6,839,000 (as L1: 5,149,000; as L2: 1,690,000).
sld	13,000 (1991 SIL).
sle	24,000 (2006 IMB).
slf	300 (Boyes Braem and Rathmann 2010). Ethnic population: 10,000 (2014 EUD). 10,000 deaf in all of Switzerland.
slg	640 (2000). Total users in all countries: 1,240.
slc	1,300 (Civallero 2008). Ethnic population: 1,900 (2004 DNP). Total users in all countries: 1,550.
glc	1,200 (1997 SIL).
gld	1,350 (2010 census). Ethnic population: 12,000 (2010 census). Total users in all countries: 1,390.
gle	1,138,000 in Ireland, all users. 138,000 (European Commission 2012). 1,000,000 (European Commission 2012). Total users in all countries: 1,167,940 (as L1: 167,940; as L2: 1,000,000).
glg	2,340,000 (European Commission 2012). Total users in all countries: 2,392,000.
gly	No known L1 speakers. Ethnic population: 1,000 (Bender 1983a).
swr	300 (1991 SIL).
wdu	No known L1 speakers.
kiz	10,200 (2001). Ethnic population: 18,000.
kiy	250 (1982 SIL).
kix	37,800 (2001 census). Total users in all countries: 47,800.
kis	220 (2000 D. Tryon).
kir	4,170,000 (2014). Ethnic population: 3,800,000 (2009 census). Total users in all countries: 4,908,350.
kiq	250 (1993 R. Doriot).
kip	20,000 (2003 SIL), decreasing. 27,100 all Kham languages in Nepal (2011 census).
kiw	6,000 (2011 W. Foley).
kiv	78,000 (1987), decreasing.
kiu	184,000 (2014 J. Leclerc).
