ISO 639-3	Population	Name
abr	1,170,000 (2013 UNSD). Total users in all countries: 1,303,000.	Abron
abs	1,600,000 in Indonesia, all users. 200,000 (1987 J. Collins). 1,400,000 (2013 M. Connor). Total users in all countries: 1,649,020 (as L1: 249,020; as L2: 1,400,000).	Malay, Ambonese
abt	44,000 (1991 SIL). 27,000 in Wosera, 9,000 in Maprik, 8,000 in Wingei (1991 SIL).	Ambulas
abu	55,100 (1993 SIL).	Abure
abv	400,000 (2004 J. Leclerc). Total users in all countries: 410,000.	Arabic, Baharna Spoken
abw	1,160 (2000 census).	Pal
abx	26,400 (2010 M. Jacobson). Population increases 300–500 yearly. About 500 leave annually to find opportunities elsewhere. 3,000 monolinguals. Almost all children.	Inabaknon
aby	650 (1990 SIL).	Aneme Wake
abz	16,000 (Wurm and Hattori 1981).	Abui
ggu	60,000 (2012 V. Vydrin).	Gban
ggt	760 (2000 census). Ethnic population: 1,090.	Gitua
ggw	22,000 (2004 SIL).	Gogodala
gge	60 (2011 R. Singer and C. Bowern).	Guragone
ggd	No known L1 speakers.	Gugadj
ggg	35,300 (2000).	Gurgula
gga	1,220 (1999 SIL).	Gao
ggb	9,000 (2015).	Gbii
ggl	470 (2003 SIL).	Ganglau
ggk	No known L1 speakers. Last speaker died in 1989.	Kungarakany
fwe	9,950 (2002 J. Leclerc).	Fwe
fwa	1,860 (2009 census), increasing. 30% live in greater Nouméa.	Fwâi
eya	No known L1 speakers. Last speaker died in January 2008. Ethnic population: 50 (1995 M. Krauss).	Eyak
twa	No known L1 speakers. The last fluent speaker died in 1980 (Golla 2007). Ethnic population: 350 (1977 SIL).	Twana
twf	1,070 (Ichihashi-Nakayama et al 2007), decreasing. 998 Taos, 66 Picuris speakers (Ichihashi-Nakayama et al 2007). Picuris spoken by nearly all 230 members of the Picuris Pueblo. 800 Taos speakers out of 1,600 in the pueblo (Golla 2007). Ethnic population: 1,830 (Golla 2007).	Tiwa, Northern
twg	800 (Grimes et al 1997).	Tereweng
twd		Twents
twe	4,000 (Klamer and Klamer 2010).	Teiwa
twh	280,000 (2002). Total users in all countries: 495,000.	Tai Dón
twn	30 (2000 B. Connell). Ethnic population: 1,000 (1991 SIL).	Twendi
two	5,380 (2003 UNSD).	Tswapong
eyo	314,000 (2009 census), increasing.	Keiyo
twm	8,600. Total users in all countries: 9,900.	Monpa, Tawang
twr	100 (1983 SIL).	Tarahumara, Southwestern
twp	1,400 (2000 census).	Ere
twq	8,000 (1998 SIL).	Tasawaq
tww	360 (2000 census).	Tuwari
twt	No known L1 speakers. The Tembé [tqb] seem to have assimilated the closely related Turiwara group (Crevels 2007). Ethnic population: 30 (1995 SIL).	Turiwára
twu	30,000 (2002 UKAW).	Termanu
twx	250,000 (2010 J. Leclerc).	Tewe
twy	20,000 (Wurm and Hattori 1981).	Tawoyan
dez	8,600 (2000).	Dengese
dep	No known L1 speakers.	Delaware, Pidgin
deq	10,000 (1996).	Dendi
der	28,000 (2001 census). Ethnic population: 50,000.	Deori
des	960 (1995 SIL). Ethnic population: 1,530 (Moore 2006). Total users in all countries: 3,420.	Desano
jda	300 (Breton 1997).	Jad
deu	77,800,000 in Germany, all users. 69,800,000 (European Commission 2012). 8,000,000 (European Commission 2012). Total users in all countries: 129,502,820 (as L1: 76,813,820; as L2: 52,689,000).	German, Standard
dev	2,330 (1991 SIL).	Domung
deh	14,600 (2004 J. Leclerc).	Dehwari
dei	400 (Wurm 2000).	Demisa
dek	2,980 (2000).	Dek
del	A macrolanguage. Population total all languages: 7	Delaware
dem	1,000 (1987 SIL).	Dem
den	A macrolanguage. Population total all languages: 760	Slave
jdt	2,010 (2010 census). Census includes Tat [ttt]. Ethnic population: 10,000 (2014 NCRP). Total users in all countries: 80,500.	Judeo-Tat
dec	55,000 (2012 J. Leclerc).	Dagik
ded	6,500 (2000 census), increasing. No monolinguals above age 20. Ethnic population: 8,910.	Dedua
dee	13,500 (2015).	Dewoin
def		Dezfuli
deg	10,000 (1999 SIL).	Degema
csm	12 (1994 L. Hinton). Eastern Central Sierra: 6, Western Central Sierra: 6. 50 Sierra Miwok (from 2000 census) may include Northern Sierra [nsq] and Southern Sierra [skd]. Ethnic population: 5,000 (2000 A. Yamamoto). Includes all Miwok.	Miwok, Central Sierra
csl		Chinese Sign Language
cso	3,590 (2000 INALI). 730 monolinguals (1990 census). Ethnic population: 6,300.	Chinantec, Sochiapam
csn		Colombian Sign Language
csi	No known L1 speakers.	Miwok, Coast
csh	170,000 (2015 LSDO). Total users in all countries: 174,000.	Chin, Asho
csk	45,100 (2007), increasing.	Jola-Kasa
csj	7,300 (2012 SIL).	Chin, Songlai
cse	10,000 (2014 EUD). 12,000 (2011 census). 10,000 sign language users (2014 EUD). 51,500 (2014 IMB).	Czech Sign Language
csd	19 (Woodward and Wongchai 2015), decreasing. 19 is an estimated maximum.	Chiangmai Sign Language
csg	21,000 (Parks et al 2011a). 292,700 people with some level of auditory deficiency (2005 Fondo Nacional de la Discapacidad); 66,500 people with total deafness (23,900 less than 60 years old) (2002 census).	Chilean Sign Language
csf		Cuba Sign Language
csa	Only a few older speakers (2011 J. Williams). Some possible monolinguals.	Chinantec, Chiltepec
csc	9,000 (2014). Deaf sign language users, total for all three sign languages in Spain: 60,000–80,000 (2000 Instituto Nacional de Estadística), 100,000 (2014 EUD). Based on these numbers and proportions of total population in various regions in Spain, estimated 9,000–15,000 for LSC.	Catalan Sign Language
csb	107,000 (2013 UNSD). Ethnic population: 100,000 (1993 T. Salminen). Total users in all countries: 117,000 (as L1: 107,000; as L2: 10,000).	Kashubian
csy	10,000 (1991 UBS).	Chin, Siyin
csz	No known L1 speakers. Last speaker died in 1972 (Golla 2007). Ethnic population: 150 (Golla 2007).	Coos
cst	No known L1 speakers, but emerging L2 speakers. Last fluent speakers in the 18th or early 19th centuries.	Ohlone, Northern
csw	2,500 (Golla 2007). Ethnic population: 2,800 (Golla 2007).	Cree, Swampy
csv	14,000 (2007 SIL).	Chin, Sumtu
csq	12,000 (2010 Croatian Association of the Deaf and Hard of Hearing). 12,000 signers out of 20,000 deaf (2010 Croatian Association of the Deaf and Hard of Hearing). 13,000 (2014 Union of Deaf of Zagreb). 17,500 (2014 IMB).	Croatia Sign Language
rys	Ethnic population: 47,600 (2000).	Yaeyama
css	No known L1 speakers.	Ohlone, Southern
csr	70,700 people with hearing loss (2011 census), number of LESCO users not available.	Costa Rican Sign Language
bkd	100,000 (1987 SIL).	Binukid
bkf	1,000 (1994 SIL).	Beeke
bkg	2,500 (1996). Total users in all countries: 3,800.	Buraka
bka	5,000 (Adelberger 1995).	Kyak
bkc	40,000 (2007 Y. Léonard). 15,000 monolinguals. Mainly women. Ethnic population: 40,000. Total users in all countries: 43,200.	Baka
bkl	1,200 (1994 SIL).	Berik
bkm	233,000 (2005 CABTAL), increasing. 69,900 monolinguals. Ethnic population: 233,000.	Kom
bkn	570 (2000). Total users in all countries: 860.	Bukitan
bko	1,000 (2000 SIL).	Kwa’
bkh	50,000 (1982 SIL), increasing.	Bakoko
bki	350 (Lynch and Crowley 2001). Few monolinguals, youngest and oldest.	Baki
bkj	8,870 (2010 census).	Pande
bkk	10,000 (Johnstone and Mandryk 2001).	Brokskat
bkt	4,200.	Boloki
bku	9,370 (2009 NCIP).	Buhid
bkv	100,000 (1989 SIL).	Bekwarra
bkw	12,000 (2014 J. Leclerc). Total users in all countries: 16,000.	Bekwel
bkp	21,000.	Boko
bkq	950 (1999 ISA).	Bakairí
bkr	100,000 (2003).	Bakumpai
bks	85,000 (1975 census).	Sorsoganon, Northern
bkx	72,000 (2011 Baikeno Language Council). Several thousand speakers in Dili and Indonesian west Timor. 15 clans of Nu’af (mountains); 3 clans of Amnesat (plains). 15 clans of Nu’af (mountains); 3 clans of Amnesat (plains). Many monolinguals.	Baikeno
bky	140,000 (1989 SIL). Total users in all countries: 143,700.	Bokyi
bkz	27,000 (2000 census), increasing.	Bungku
pcp	17 (Adelaar 2004). Ethnic population: 18 (Adelaar 2004). Possibly as many as 50 in 8 scattered families (Crevels 2007).	Pacahuara
pcw	17,300 (2000).	Pyapun
pcj	Ethnic population: 12,600 (2001 census). In Odisha.	Parenga
pck	64,100 (2001 census).	Chin, Paite
pch	135,000 (2007). Ethnic population: 347,000.	Pardhan
pci	51,200 (2001 census). Ethnic population: 100,000 (1986). 65% in Bastar, 35% in Koraput.	Duruwa
pcn	8,100 (2013 SIL).	Piti
pcl	49,300 (2001 census).	Pardhi
pcm	30,000,000 (2005), all users.	Pidgin, Nigerian
pcb	1,670 (2011). Ethnic population: 1,830 (2008 census).	Pear
pcc	2,600,000 (2000 census). Ethnic population: 2,950,000 (2000 census). Total users in all countries: 2,649,100.	Bouyei
pca	4,000 (2000 SIL). Few monolinguals.	Popoloca, Santa Inés Ahuatempan
pcf	9,520 (2001 census).	Paliyan
pcg	94,000 (2003).	Paniya
pcd	500,000 (Auger 2011). Total users in all countries: 700,000.	Picard
pce	258,000 (2000). Total users in all countries: 272,000.	Palaung, Ruching
oks	10,000 (Williamson 1989). 4,000 in Ogori, 3,000 in Magongo, 3,000 in Eni.	Oko-Eni-Osayen
okr	248,000 (1995 UBS).	Kirike
oku	87,000 (2005 SIL). Based on the actual population of the subdivision where the Oku people are present, as of the official 2005 census (2014 C. Hamm).	Oku
okv	35,000 (2000 census).	Orokaiva
uhn	14,000 (Wurm 2000).	Damal
okx	8,700 (2004).	Okpe
oka	190 (FPCC 2014), increasing. Except for 12 fluent speakers on Westbank Reserve, the other reserves each have at least 50 speakers of varying fluency, Vernon Reserve perhaps 100 (Golla 2007). 170 semi-speakers (FPCC 2014). Ethnic population: 5,180 (FPCC 2014). Total users in all countries: 470.	Okanagan
okb	50,000 (Connell and Hajek 1991).	Okobo
oke	25,400 (2000).	Okpe
okd	3,600 (Voegelin and Voegelin 1977).	Okodia
okg	No known L1 speakers. Date of last speaker’s death unknown.	Koko Babangk
oki	79,000 (2009 census). Total users in all countries: 79,250.	Okiek
okh		Koresh-e Rostam
okk	150 (2000 M. Crowther). Ethnic population: 150.	One, Kwamtim
okj	No known L1 speakers.	Oko-Juwoi
okn	3,200 (2004).	Oki-No-Erabu
sbr	3,180 (2000).	Murut, Sembakung
sbs	23,000 (2002 J. Leclerc). Total users in all countries: 30,870.	Kuhane
sbp	75,000 (1987), decreasing.	Sangu
sbq	250 (Daniels 2015).	Sirva
mmy	20,000 (2000 W. Chesley). 2,000 monolinguals. Ethnic population: 23,000 (1991 census).	Migaama
mmx	3,000 (1985 UBS). Ethnic population: 5,000 (2000 SIL).	Madak
sbt	500 (2004 SIL).	Kimki
mmz	42,000 (2002).	Mabaale
mmu	8,000 (2014 G. Boyd).	Mmaala
mmt	900 (2011 SIL).	Malalamai
mmw	400 (Lynch and Crowley 2001). Ethnic population: 570.	Emae
mmv	No known L1 speakers. Ethnic population: 95 (1998).	Miriti
mmq	400 (Daniels 2015).	Aisi
mmp	220 (2007 NTM), increasing.	Siawi
mmr	820,000 (Wang and Mao 1995), decreasing.	Miao, Western Xiangxi
mmm	180 (Lynch and Crowley 2001). Ethnic population: 260 (2001).	Maii
mml	900 (1990 J-O. Svantesson).	Man Met
mmo	1,500 (2011 SIL), decreasing. Ethnic population: 3,000.	Buang, Mangga
mmn	5,150 (1990 census).	Mamanwa
mmi	680 (Wurm and Hattori 1981).	Musar
mmh	230 (2006 FUNASA). All Mehinaku still speak their mother tongue (Crevels 2007). Combined Waura [wau] and Mehinaku speakers: 600 (2011). Ethnic population: 230 (2006 FUNASA).	Mehináku
mmk	29,700 (1991 census).	Mukha-Dora
mmj	34,300 (1995). Ethnic population: 174,000 (2007).	Majhwar
mme	1,000 (Lynch and Crowley 2001).	Mae
mmd	30,000 (GXLOUS 2005), decreasing. A few thousand women and children are monolingual. Ethnic population: 107,000 (2000 census).	Maonan
sbh	770 (2000 census).	Sori-Harengan
mmf	1,000 (1998 SIL).	Mundat
mma	20,000 (1973 SIL).	Mama
sbo	No known L1 speakers.	Sabüm
mmc	26,600 (2000 INALI).	Mazahua, Michoacán
mmb	200 (1998 M. Donohue).	Momina
koi	63,100 (2010 census). Ethnic population: 94,500 (2010 census).	Komi-Permyak
koh	1,000.	Koyo
kok	A macrolanguage. Population total all languages: 6,057,440	Konkani
kom	A macrolanguage. Population total all languages: 219,100	Komi
kol	4,000 (1991 SIL).	Kol
koo	851,000 (2014 census), increasing. Census based on tribal affiliation.	Konzo
kon	A macrolanguage. Population total all languages: 5,688,500	Kongo
koa	800 (1985 SIL). Ethnic population: 2,600 (2000 census).	Konomala
koc	No known L1 speakers.	Kpati
koe	5,000 (2010 SIL). Almost all monolingual. Total users in all countries: 9,120.	Kacipo-Balesi
kod	20,000.	Kodi
kog	9,910 (2004 DNP). Nearly all monolingual.	Kogi
kof	No known L1 speakers. Ethnic population: 1,500 (1995 CAPRO).	Kubi
koy	58 (2010 census). Ethnic population: 2,300 (Golla 2007).	Koyukon
koz	510 (2003 SIL).	Korak
koq	25,000 (Idiata 2007). Total users in all countries: 39,000.	Kota
kop	780 (Wurm and Hattori 1981).	Waube
kos	6,620 (2005 UNSD). Total users in all countries: 7,680.	Kosraean
kor	77,233,270 48,400,000 (2010). Total users in all countries: 77,233,270.	Korean
kou	600 (1993 census).	Koke
kot	10,000 (Tourneux 2004). 40,000 all Kotoko languages (Tourneux 2004).	Lagwan
kow	5,000 (1995).	Kugama
kov	42 (1990 M. Bross). Ethnic population: 2,000 (Dimmendaal and Voeltz 2007).	Kudu-Camo
vnm	500 (Musgrave 2007). Ethnic population: 710.	Neve’ei
vnk	4 (2012 A. François). Old people remember a few words (Wurm 2007). Ethnic population: 120 (Wurm 2007).	Lovono
vnp	380 (1983 SIL). Ethnic population: 540.	Vunapu
aeu	10,000 (2004 E. Johnson). Total users in all countries: 12,400.	Akeu
iks	20 (Schuit 2012), decreasing. Possibly as many as 50 deaf in 2000 (MacDougall 2000). At least 20 deaf in 2012, with an unknown number of hearing with varying proficiency, but estimated to be at least twice the number of deaf (Schuit 2012). In some communities, as many as 75% of the hearing population may have known the sign language (MacDougall 2000). Ethnic population: 150 (MacDougall 2000).	Inuit Sign Language
ikr	No known L1 speakers.	Ikaranggal
ikp	5,320 (2000).	Ikpeshi
ikw	200,000 (1973 SIL), increasing.	Ikwere
ikv	Ethnic population: 13,000 (2006 J. Leclerc).	Iku-Gora-Ankwa
iku	A macrolanguage. Population total all languages: 34,510	Inuktitut
ikt	410 (2011 census).	Inuinnaqtun
ikz	55,000 (2005 SIL).	Ikizu
ikx	7,500 (2011 SIL), increasing. Ethnic population: 10,000.	Ik
ike	34,100 (2011 census).	Inuktitut, Eastern Canadian
ikk	22,800 (2000).	Ika
iki	5,000 (1988).	Iko
iko	30,000 (Faraclas 1989). 5,000 Olulumo, 25,000 Ikom.	Olulumo-Ikom
ikl	50,000 (1998).	Ikulu
raf	4,650 all Mewahang (2011 census). Few monolinguals. Ethnic population: 570 (2011 census).	Mewahang, Western
rad	177,000 (Bradley 2007b). Ethnic population: 331,000 (2009 census).	Rade
rab	83,200 in Nepal, all users. 76,800 (2011 census), decreasing. 6,400 (2011 census). Very few monolinguals. Total users in all countries: 83,200 (as L1: 76,800; as L2: 6,400).	Chamling
rac	200 (1987 SIL).	Rasawa
raa	6,260 (2011 census), decreasing. 150 monolinguals. Ethnic population: 10,000.	Dungmali
ran	1,100 (Voegelin and Voegelin 1977).	Riantana
rao	6,000 (1992 UBS).	Rao
ram	2,500 (2008 FUNASA).	Canela
gaz	8,920,000 (1994 census). 25,500,000 all Oromo speakers in Ethiopia (2007 census). Ethnic population: 30,000,000.	Oromo, West Central
gay	300,000 (2000 census).	Gayo
gax	3,630,000. 25,500,000 all Oromo speakers in Ethiopia (2007 census). Total users in all countries: 3,949,600.	Oromo, Borana-Arsi-Guji
gaw	5,000 (2005 census), increasing.	Nobonob
gau	8,000 (2000 IICCC).	Gadaba, Mudhili
gat	950 (1990 census).	Kenati
gas	100,000 (1988 V. Patel).	Garasia, Adiwasi
gar	2,620 (2000 census). 790 monolinguals.	Galeya
gaq	3,060 (1991 census). Ethnic population: 7,370 (2001 census). In Odisha.	Gata’
gap	340 (2003 SIL).	Gal
gao	1,880 (Wurm and Hattori 1981).	Gants
gan	21,700,000 (2013).	Chinese, Gan
gam	4,000 (2003 SIL).	Kandawo
gal	13,000 (2010 census). Total users in all countries: 13,680.	Galolen
gak	1,500 (Voorhoeve and Visser 1987).	Gamkonora
gaj	22,100 (2000 census).	Gadsup
gai	2,090 (2003 SIL).	Mbore
gah	25,000 (1999 SIL), increasing.	Alekano
gag	138,000 (2009 UNSD). Total users in all countries: 589,720.	Gagauz
gaf	8,000 (1987 SIL).	Gende
gae	160 (2001 census). Ethnic population: 510. Total users in all countries: 650.	Guarequena
gad	30,000 (1984 SIL).	Gaddang
gac	7 (2009 A. Abbi). The last fluent speaker died in 2009 (2009 A. Abbi). Ethnic population: 55.	Great Andamanese, Mixed
gab	34,400 (2000).	Gabri
gaa	745,000 (2013 UNSD).	Ga
fuv	11,500,000 (2000), increasing. 340,000 in Sokoto. Total users in all countries: 11,585,000.	Fulfulde, Nigerian
rav	20,300, all users. 18,300 (2011 census), decreasing. Phali dialect spoken by a few elderly speakers. 2,000 (2011 census). No monolinguals.	Sampang
fut	1,500 (Lynch and Crowley 2001).	Futuna-Aniwa
fuu	12,000 (1984 census). Total users in all countries: 16,000.	Furu
fur	300,000 (2002).	Friulian
fuq	450,000 (1998).	Fulfulde, Central-Eastern Niger
rat		Razajerdi
fuy	14,000 (2003 SIL). Ethnic population: 14,000.	Fuyug
fuf	2,550,000 (Vanderaa 1991). Total users in all countries: 2,988,200.	Pular
fud	3,900 (2015 World Factbook).	Futuna, East
fue	280,000 (2002 SIL). Most monolinguals are in Borgou Department, Nikki Commune. Total users in all countries: 328,200.	Fulfulde, Borgu
fub	669,000 (1986). Possibly 13,000,000 speakers of all Fulfulde varieties. Total users in all countries: 999,500.	Fulfulde, Adamawa
fuc	3,450,000 (2015 J. Leclerc). Total users in all countries: 4,459,000.	Pulaar
fun	2,930 (1999 ISA).	Iatê
rar	13,100 (2011 census), decreasing. 2,035 Aitutaki, 481 Atiu, 573 Mangaia, 307 Mauke, 189 Mitiaro (2011 census). Speaker numbers rapidly decreasing, especially in the diaspora (Wurm 2007). Total users in all countries: 26,710.	Cook Islands Maori
ful	A macrolanguage. Population total all languages: 23,685,340	Fulah
fum		Fum
fuj	2,680 (Stevenson 1984).	Ko
fuh	450,000 (2007). Ethnic population: 1,000,000 (all Fulani). Total users in all countries: 1,650,000.	Fulfulde, Western Niger
fui	24,000. Total users in all countries: 180,000.	Fulfulde, Bagirmi
rap	1,000 (2016 R. Weber). Ethnic population: 5,000 (Kieviet 2016). Approximately 3,600 on Easter Island.	Rapa Nui
raq	530 (2011 census). 130 Lingkhim, 400 Saam (2011 census).	Saam
ewo	578,000 (1982 SIL).	Ewondo
tqb	150 (2000 SIL). Ethnic population: 880 (Crevels 2007). Tembé: 820 (1999), Turiwara: 60 (1998).	Tembé
tql	250 (2007 A. François). Ethnic population: 350.	Lehali
tqm	5 (2002 SIL), decreasing. Possibly no remaining speakers (2011).	Turumsa
tqn	50 (Golla 2007). Ethnic population: 1,000 (1977 SIL).	Tenino
tqo	23,000 (1977 SIL).	Toaripi
ewe	3,820,000 in Ghana, all users. L1 users: 3,320,000 (2013 UNSD), increasing. L2 users: 500,000. Total users in all countries: 4,684,000 (as L1: 4,184,000; as L2: 500,000).	Éwé
tqt	1,610 (2000 census), decreasing.	Totonaco del cerro Xinolatépetl
tqu	1,870 (1999 census).	Touo
tqw	No known L1 speakers. Ethnic population: 200 (Golla 2007).	Tonkawa
tqp	700 (1982 SIL).	Tomoip
tqq	20,000 (1998 J. Leclerc).	Tunni
tqr	No known L1 speakers.	Torona
ray	300 (2007 census). Ethnic population: 515 (2012 census). Populations for Rapa island; many more on other islands, especially Tahiti.	Rapa
syc	0 No known L1 speakers.	Syriac
dgc	610 (Headland 1989).	Agta, Casiguran Dumagat
sya	60,000 (Wurm and Hattori 1981).	Siang
dga	924,000 (2013 UNSD), increasing.	Dagaare, Southern
dgg	200 (Wurm 2000). Ethnic population: 410 (2000 census).	Doga
dgd	21,000 (1999 SIL).	Dagaari Dioula
dge	790 (2003 SIL).	Degenan
syk	14,800 (1992).	Sukur
dgk	34,000 (2007 K. Wolff). Total users in all countries: 44,000.	Dagba
dgh	30,000 (1980 UBS).	Dghwede
dgi	247,000 (2009 UNSD).	Dagara, Northern
dgn	No known L1 speakers.	Dagoman
dgo	2,280,000 (2001 census).	Dogri
sym	38,000 (1999). All Samo (San) languages: 233,000 (2009 UNSD).	Samo, Maya
syl	8,500,000 in Bangladesh, all users. 7,000,000. 1,500,000. Total users in all countries: 11,800,000 (as L1: 10,300,000; as L2: 1,500,000).	Sylheti
sys	12,300 (2000).	Sinyar
dgs	9,000 (1999 SIL).	Dogoso
syw	1,500 (2012 SIL). Very few monolinguals.	Syuba
dgw	No known L1 speakers, but emerging L2 speakers.	Daungwurrung
dgt	No known L1 speakers. No information on the date of the last speaker’s death.	Ndra’ngith
dgu	10,000 (2000).	Degaru
dgz	9,000 (2007 SIL), increasing. 4,000 monolinguals. Ethnic population: 10,000.	Daga
dgx	270 (2000 census).	Doghoro
syx	1,000 (Idiata 2007).	Samay
jbw	No known L1 speakers.	Yawijibaya
jbu	2,440 (2000).	Jukun Takum
jbt	1 (Van der Voort 2008). Ethnic population: 190 (2009 FUNASA).	Jabutí
jbr	200 (2007), increasing. Few monolinguals.	Jofotek-Bromnya
jbe	2,000 (1992 B. Podolsky).	Judeo-Berber
jbn	220,000 (2015). Preschool children are monolingual in Nafusi. Total users in all countries: 270,000.	Nafusi
jbk	320 (2011 SIL).	Barikewa
jbj	1,000 (1987 SIL).	Arandai
jbi	No known L1 speakers.	Badjiri
ldb	78,000 (2012 W. Bai).	Duya
